CHEMBL265653,42A2CCD8C27422866BECB92C8704A632049D0F98538798F920A4810050538C72F18808980269BB41503ED6A1260DA80A0254C98C0A4A3BCE0312E1000229482CC74F9D9A4896A2E5CF0BCA3129880F9241E76C62A154C71AB601F3279A8A3AB39807129820882DEB04F9233721104E1BB42E1479E41E2086506142B350002D3F3D8B80B14EA67849D8137A028D89494A48BA6BC94DE8C954DCE67972909CE20007DC4D6A1064843F917B741015820154C0C5AC82FA26BB0EE61C3F6809274E0210FA40E012724F8810A3226C140124910C42810117A4941589823635C96A88856013F6C8F27A7C80800DE050DB9CB4149508FD81E5B201267048C802EE120F13
CHEMBL505931,86AB19961560609674D88152DE1455E6401CDA0A24069545C3210F5C6C3A64DB84C5047694010A8D8040D06E1862F92069491BED6133C13A12C94CDC38180F42CB2B8F4A588BBAC33583BB70256F23D4890B4C10834062B8CC064238C910052D346073271ACD15306F1009936ED022EB0A110927D56A3568985065F0DDF0A85B0086BB19343898C084D44ADB4BE8300726F300F301E86C4E00C062268320A09AEB187CDC9FA7DE16098710DF806DAD55EE21E851814529DAE947007520F5723270217A7037CF4C2435B1810075B7177100E582516D2408E1CB228686402E36119C6B94C01242A60E83178541D00E7860A38127A3B9E59D242010AF5B018B1A50
CHEMBL506057,C59A99D7E9CD2B1671AF7C37D7E4CEFFC5664DD9F2B7DB997E35D9895DD2ED44AD2AA6FE934DFBE1C7B1E5353991C807225CE19E3FF0A7FCADEED9B25A3DF52E9EED298E9E82A0948E285DFFE908EBFBF487BE2FBFD997EEFE1161EFFAAABAA7D33487F720A82AAA6EECCFFB67DA1A8A38FF54796F1AB1AFE3B5F62FC0B93DBD7F8D9E1E0FE2D74DCF437AC7C3BF41CA18AECDC9EDB1780C5BECEEE3999ED394918F0F7D7BFF15B6FDFB7E7746B6A3B5689ED885BCBCA166513C6B1CCF3FF0E456DE4880DEF71838BDAF4264A472E48A131DFF6EF76E9787E83BF3D4E0FC2081BABFF6EBD3DD87CB1EB8FFC9EA1B9716617035D5E946FBBE87FA951377780351
CHEMBL264137,942B09831148A696FD9F8058561445604058CB0A44069841D2290F46663244E484850C460609098DC680C0661822AD21C56B198C6B0B50381AC8609CB2342A22C3A203CAF88AB2C2B4C11E60242F21C8421F440C8340E03CCC26C83C6B5005AE9424322512C914104A120990EAD027C916154D3B74F835685850642059A2CD7A20068E1DB098988880CC434B43C09046E2E2848B04884C4642C860379333A020E83C318E9E46561E0F87707E00AD9C45286921C04020195861096051207512606001A570930128CC14B5824075E71445006512F00C842AE19E008604440AAE13A121B45010C6E26E864685C3400C7860B1811795F9F4B524220BA75B818B58D0
CHEMBL440444,FE9FF9DEFF7272FFEFFFBDFFF7D7FAFE1CEFDFCBD6B4FDFFF7F5BBDD6DDFFF7FF1CD3FFF63ADFFFDF7FEBEFA277FFCCE6B5FFFEF2FFABBFA59FEFB5727FFBF7FDE6FCFFFEFDEB4EC9DAFDF79EFBFFFDBE3FFEFEEFBDD97BBFD5FDE76DED23EAF9F775E8FFEEDBFFFF2FFB7FFEB9AFEB77FFF76FDFF7F7EFDFEE7F737548FFD3FBFBFBFFD3EFEFEF9DEDF5BDEF3DDFF6FFFFEDBFFFFF7EADEF7FF7F77D7FCEE2C5FDDFDFEF1E7B7BFBFFF7FF67DBF9FF7DBEFEEBEFFEFBB7FEEF53FFBEFBFBFD7F77F6DB834DB7D6DFFF34F66FB3D6EEF6DF6FFB7B7BFFD3B9EA7FFFD3FFBB3A5FFF7F6D6F6FF7EAF62D6E7FBFFEFB636BF3BFFE5EDBBFFFE7D7FEF9BFDFA5F57
CHEMBL1203224,94D585D1CC352904840C522101288A3080061F985B9E6845376CB344A633C4E8282C0EB0522BCCC1D930E082605C48449300161C4C1481BF491EC25006517002501028E048C8504418700063638608DB7606052FE54806881F3135A92418168208442D8772490A8401A4530E61111FC203156569841888065427229550500EECF0D280640F305705C8C572E582E5C80A8AD6484841C30804D3C0600CF060EB88C183BD7CC12EB7C5A0E853F6200A0D5688118C90866B958C03049B8A984CA834173A8008DA2201412C0BC000CD2875B082F38060192D0FC48832B080249AAC8A1001F5CBB852A140A4155021694A321411D4B680494001A6006702A0485086CB
CHEMBL438015,42A2C9D8427522026BE89B2C8746A6B2048C0F9852A718F9A0A4800050578C72F188089002693E41503EFEA02E0188040250418D080A37CE0112E30002AB582CC04B959A4A96A044880BCA312988099341A63462A054C71AB60933658A8A3AAB90471288308909EB04E9033721104E0B34AE1479B41E6086546142A350402F7F3D8A82A00AA65849D817520281C9500AA89A69C849E04004D5E8737490D42A08038C496B0064843F817B149015820144D047AC80FA24B306429C3B600B270702105B44A0127247885087022C040004014C4281001784941599823614C96808852043E7C8F87A7C80800CE058DB04B41415087D85E5B2E126604488026E100F03
CHEMBL438018,C7BA68F8C3743A26EBEC9D2CB784A6BA059D0F9CD2A61CF924ECC109507B8F7EF388BAD0026BFB51503EDEB12E4109060252519F090B3FEE4D13E580022D7D6CC64F959AE8DEA2668B1B8BB1A98D0BD349F72C66A45ED7529611333DFA9A7AAB9136328B71C909EB0EE9A3E769194E0734EF1779AC9E2686546D52E1D6412D3F3DCBD2A00DA618C9D812528683D970DA58BB6FC9CDEA4A1DF4E47570B1D47A8D038C49EE9960843FE95B369035C21116D1C5CDAEFE26B306539CBFE819273F46107E46E05272D5CA35AB0A6CC4D0A4991C42B5025FA69C55888636D5696A828760A3F6CABAFA7E81853EEA46DB04F616B7287D8365B211B6606EC800EE520E43
CHEMBL444524,A4BB1DA83541B697FD55B04BDE1CC76E8338DB9AE506994592F72ED6E7B044F5C4654406045949AE86D2E02E1967ED324D790BCCFB6B137872CA7C9C3634AE72C2AADB4AF8CBB2CB25DF1E07377F217DEB0B440C8B68E23DCC06603C6BF085AF36BC0A067A5BBE185AA069956AF0A6CD3E114DEF70EB1FD0785574A0DFEBFD5B9AA6EF1EB1BC99D8A2DC635A674153C261FB80611FE9474656FA731797B7A63ECA3C74DD29CF5A500F87715F80EDBC55FA7962DAE93F3B6EA79D0974F47FF770CA21EDF6F72B6DC83D95924075DD546711E530F04D8D66E1BC21C6144C8AAE13B37FCED231E6A66EC3564D67527C7AE5B941379DB8F7BD263B9FEF0791A37ADB
CHEMBL444732,86BA09961560419458D89112CE1451EE023CDA0A60069544C3618C5C6E1425DA0485047A80000A8D8040D02E0843790069481BE9613BC12A12C84CDC38180E72CA228D42501BBAC33183BA70257F235C890A40108B0062B8CC062238C911040D246062651A4D1F106F1000914E9022CB0A190033D56A0169905045F08572A84100A6BB0E141898C084D44A5B5BE8304606F200E300E0674E004042260730209AAB183CDC9BBF9A16578750DF8049AD15E660E857857528CAC907007120E9527272617A7015EB54243581914015B707705084825061250081EB228286402E3E119C6BB4C01202240682150541D00E6860AB8327A9A8E1912411102E4F11811A50
